age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,probability
35,technician,single,high.school,no,yes,yes,cellular,nov,wed,819,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,0.0
48,admin.,single,university.degree,no,yes,no,telephone,jun,fri,14,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.0
23,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,633,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,844,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
56,services,married,high.school,unknown,yes,no,cellular,nov,fri,254,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.0
53,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,205,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
27,blue-collar,married,university.degree,no,no,no,telephone,jun,fri,10,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.0
43,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,fri,59,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.0
27,admin.,single,high.school,no,yes,no,telephone,jul,mon,167,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.0
59,services,married,high.school,no,no,no,telephone,may,mon,579,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
31,technician,married,professional.course,unknown,unknown,unknown,telephone,aug,thu,128,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.0
53,self-employed,married,basic.9y,no,yes,no,cellular,nov,mon,62,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0.0
40,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0.0
36,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
36,self-employed,single,university.degree,no,no,no,cellular,jul,wed,540,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0.0
38,management,single,basic.9y,unknown,yes,no,cellular,nov,thu,972,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.0
35,admin.,married,university.degree,no,no,no,cellular,dec,tue,554,1,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,no,0.0
36,admin.,single,university.degree,no,no,yes,cellular,may,wed,1119,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0.0
31,services,single,high.school,no,yes,no,telephone,may,thu,543,12,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.0
44,admin.,married,university.degree,no,no,no,telephone,may,wed,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.0
25,services,single,high.school,no,no,no,cellular,oct,mon,251,1,999,1,failure,-1.1,94.601,-49.5,0.977,4963.6,no,0.0
31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.0
36,unemployed,single,university.degree,no,no,no,cellular,aug,fri,415,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no,0.0
26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,36,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.0
31,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,496,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.0
55,retired,single,university.degree,unknown,no,no,cellular,nov,fri,1199,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.0
34,technician,divorced,unknown,no,yes,no,telephone,jul,thu,251,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,0.0
38,admin.,married,university.degree,no,yes,no,telephone,jun,tue,43,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.0
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,84,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,yes,0.0
47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,185,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0.0
39,admin.,married,high.school,no,yes,no,telephone,apr,tue,189,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,0.0
49,admin.,married,university.degree,unknown,no,no,telephone,may,tue,72,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.0
41,services,single,unknown,unknown,no,no,cellular,jul,tue,717,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.0
48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,1181,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,0.0
32,admin.,single,university.degree,no,yes,no,cellular,jun,fri,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,0.0
39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,158,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
47,unemployed,married,high.school,no,yes,no,cellular,nov,tue,65,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,0.0
57,retired,married,unknown,unknown,yes,no,telephone,may,fri,529,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.0
47,admin.,married,basic.9y,no,yes,no,cellular,aug,fri,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.0
49,services,married,high.school,unknown,yes,no,telephone,may,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.0
48,admin.,married,high.school,no,yes,no,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.0
41,entrepreneur,divorced,unknown,no,no,no,telephone,may,fri,64,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.0
50,services,divorced,high.school,no,no,no,telephone,jun,tue,291,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.0
61,admin.,married,university.degree,no,yes,no,cellular,jun,wed,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.0
41,technician,married,university.degree,no,yes,no,cellular,aug,mon,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,0.0
32,admin.,single,high.school,no,no,no,cellular,jul,thu,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.0
32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.0
38,admin.,married,university.degree,no,yes,no,cellular,nov,wed,223,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.0
57,blue-collar,married,unknown,unknown,yes,no,cellular,aug,wed,376,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,0.0
37,unemployed,married,professional.course,no,yes,no,cellular,nov,thu,318,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.0
46,technician,married,professional.course,no,yes,no,telephone,may,tue,34,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.0
38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,576,1,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,yes,0.0
30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0.0
52,services,married,high.school,no,yes,no,cellular,may,fri,207,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0.0
30,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.0
71,retired,married,basic.9y,no,no,no,cellular,oct,wed,237,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no,0.0
28,student,single,university.degree,no,no,yes,cellular,may,thu,647,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0.0
45,services,divorced,unknown,no,yes,no,telephone,may,tue,1063,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0.0
36,housemaid,divorced,basic.9y,unknown,yes,no,cellular,nov,wed,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
26,blue-collar,married,university.degree,no,no,no,telephone,jul,wed,63,4,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no,0.0
39,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,214,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
36,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,119,2,3,1,success,-2.9,92.201,-31.4,0.825,5076.2,no,0.0
35,admin.,married,university.degree,no,yes,yes,telephone,may,mon,66,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.0
54,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.0
34,technician,married,professional.course,no,yes,yes,telephone,may,fri,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.0
27,admin.,married,professional.course,no,no,no,cellular,may,thu,584,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.0
42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
39,blue-collar,divorced,basic.6y,unknown,no,no,telephone,may,fri,827,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.0
38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,1478,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.0
41,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,jul,thu,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0.0
41,services,single,high.school,unknown,unknown,unknown,cellular,may,mon,772,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0.0
50,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,mon,68,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
31,technician,married,university.degree,no,no,no,cellular,nov,wed,298,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
44,services,married,basic.4y,unknown,yes,no,telephone,may,mon,160,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
34,services,divorced,high.school,no,no,no,telephone,jul,thu,212,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.0
31,blue-collar,single,basic.9y,no,no,no,telephone,oct,tue,114,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,no,0.0
38,technician,married,basic.6y,unknown,no,no,telephone,may,fri,785,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0.0
46,management,married,university.degree,no,yes,yes,cellular,may,thu,84,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0.0
36,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,wed,283,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.0
42,admin.,single,high.school,no,yes,no,cellular,aug,wed,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.0
45,admin.,married,basic.9y,no,yes,no,telephone,may,thu,1611,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.0
27,technician,single,professional.course,no,no,no,cellular,jun,tue,136,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6,no,0.0
37,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,fri,658,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0.0
50,management,married,university.degree,unknown,unknown,unknown,cellular,jul,thu,367,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.0
32,management,single,university.degree,no,yes,yes,cellular,mar,tue,97,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,no,0.0
30,unemployed,married,high.school,no,yes,no,cellular,may,mon,214,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,0.0
30,technician,single,professional.course,no,yes,no,cellular,aug,fri,445,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.0
25,student,single,professional.course,no,yes,no,cellular,may,wed,483,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,0.0
49,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,105,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0.0
48,services,married,high.school,no,no,no,cellular,may,thu,388,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.0
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,14,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.0
40,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,thu,74,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.0
40,technician,married,professional.course,no,yes,no,cellular,aug,tue,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.0
59,technician,married,unknown,no,no,no,telephone,jun,tue,131,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.0
27,services,single,university.degree,no,yes,no,cellular,mar,fri,229,3,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,yes,0.0
30,management,married,university.degree,no,no,no,cellular,nov,wed,72,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.0
34,admin.,single,university.degree,no,no,no,cellular,nov,fri,139,6,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0.0
27,technician,single,professional.course,no,no,no,cellular,may,tue,267,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.0
41,admin.,married,basic.9y,no,yes,no,telephone,may,tue,241,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
27,admin.,single,university.degree,no,yes,no,cellular,may,fri,120,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,0.0
41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1344,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,0.0
40,technician,married,professional.course,no,yes,no,telephone,may,wed,327,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.0
58,entrepreneur,married,basic.4y,no,no,yes,cellular,nov,tue,164,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,0.0
35,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,265,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.0
31,admin.,married,high.school,no,no,no,telephone,may,thu,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.0
48,services,married,basic.9y,no,yes,no,cellular,jul,wed,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.0
45,technician,married,university.degree,no,no,no,telephone,aug,thu,430,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.0
37,entrepreneur,divorced,high.school,unknown,no,no,cellular,jul,wed,344,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.0
30,student,single,unknown,no,yes,no,cellular,apr,wed,176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
48,admin.,married,university.degree,no,yes,no,cellular,dec,mon,347,4,6,2,success,-3.0,92.713,-33.0,0.717,5023.5,no,0.0
29,self-employed,single,professional.course,no,no,no,telephone,jun,tue,199,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.0
39,technician,married,professional.course,no,no,no,cellular,apr,thu,208,3,999,1,failure,-1.8,93.749,-34.6,0.64,5008.7,no,0.0
32,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,19,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,69,14,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.0
31,services,divorced,high.school,no,yes,no,cellular,nov,mon,266,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0.0
45,admin.,married,high.school,no,yes,no,cellular,aug,thu,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.0
49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,48,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.0
31,blue-collar,married,university.degree,no,yes,no,cellular,may,fri,1286,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.0
26,admin.,single,university.degree,no,yes,yes,cellular,may,mon,9,7,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0.0
30,blue-collar,single,university.degree,no,no,no,telephone,may,fri,245,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.0
33,management,married,university.degree,no,no,yes,telephone,may,fri,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.0
